Facility Name,Facility ID,State,Measure Name,Number of Discharges,Footnote,Excess Readmission Ratio,Predicted Readmission Rate,Expected Readmission Rate,Number of Readmissions,Start Date,End Date
SAN GORGONIO MEMORIAL HOSPITAL,50054,CA,READM-30-HF-HRRP,,,0.9313,16.3678,17.575,,2020-07-01,2023-06-30
SAN GORGONIO MEMORIAL HOSPITAL,50054,CA,READM-30-PN-HRRP,,,0.9159,13.4485,14.684,,2020-07-01,2023-06-30
CALIFORNIA PACIFIC MEDICAL CENTER - MISSION BERNAL,50055,CA,READM-30-HF-HRRP,176.0,,1.0246,18.9287,18.4736,35.0,2020-07-01,2023-06-30
CALIFORNIA PACIFIC MEDICAL CENTER - MISSION BERNAL,50055,CA,READM-30-COPD-HRRP,54.0,,1.0221,19.6841,19.2594,12.0,2020-07-01,2023-06-30
CALIFORNIA PACIFIC MEDICAL CENTER - MISSION BERNAL,50055,CA,READM-30-HIP-KNEE-HRRP,,,0.7287,3.1133,4.2725,,2020-07-01,2023-06-30
CALIFORNIA PACIFIC MEDICAL CENTER - MISSION BERNAL,50055,CA,READM-30-PN-HRRP,123.0,,1.0046,14.387,14.3209,18.0,2020-07-01,2023-06-30
ANTELOPE VALLEY HOSPITAL,50056,CA,READM-30-HF-HRRP,152.0,,1.0944,20.161,18.4221,37.0,2020-07-01,2023-06-30
ANTELOPE VALLEY HOSPITAL,50056,CA,READM-30-COPD-HRRP,,,1.046,17.3292,16.5669,,2020-07-01,2023-06-30
ANTELOPE VALLEY HOSPITAL,50056,CA,READM-30-HIP-KNEE-HRRP,,,0.9671,4.9175,5.0849,,2020-07-01,2023-06-30
ANTELOPE VALLEY HOSPITAL,50056,CA,READM-30-PN-HRRP,330.0,,1.0595,18.1797,17.1588,64.0,2020-07-01,2023-06-30
ANTELOPE VALLEY HOSPITAL,50056,CA,READM-30-AMI-HRRP,90.0,,1.1002,13.8639,12.6012,17.0,2020-07-01,2023-06-30
KAWEAH HEALTH MEDICAL CENTER,50057,CA,READM-30-HF-HRRP,683.0,,0.9895,20.7552,20.9758,141.0,2020-07-01,2023-06-30
KAWEAH HEALTH MEDICAL CENTER,50057,CA,READM-30-AMI-HRRP,264.0,,0.8884,12.3771,13.9323,27.0,2020-07-01,2023-06-30
KAWEAH HEALTH MEDICAL CENTER,50057,CA,READM-30-HIP-KNEE-HRRP,,,1.0244,4.9923,4.8735,,2020-07-01,2023-06-30
KAWEAH HEALTH MEDICAL CENTER,50057,CA,READM-30-CABG-HRRP,133.0,,1.0542,10.7141,10.1628,16.0,2020-07-01,2023-06-30
KAWEAH HEALTH MEDICAL CENTER,50057,CA,READM-30-COPD-HRRP,181.0,,1.0073,18.54,18.4059,34.0,2020-07-01,2023-06-30
KAWEAH HEALTH MEDICAL CENTER,50057,CA,READM-30-PN-HRRP,589.0,,0.9575,15.4362,16.1213,88.0,2020-07-01,2023-06-30
GLENDALE MEM HOSPITAL & HLTH CENTER,50058,CA,READM-30-PN-HRRP,333.0,,1.079,19.7145,18.2707,71.0,2020-07-01,2023-06-30
GLENDALE MEM HOSPITAL & HLTH CENTER,50058,CA,READM-30-HIP-KNEE-HRRP,,,0.9254,5.2872,5.7136,,2020-07-01,2023-06-30
GLENDALE MEM HOSPITAL & HLTH CENTER,50058,CA,READM-30-COPD-HRRP,,,0.9615,19.8537,20.6489,,2020-07-01,2023-06-30
GLENDALE MEM HOSPITAL & HLTH CENTER,50058,CA,READM-30-HF-HRRP,297.0,,1.0901,23.4604,21.5222,76.0,2020-07-01,2023-06-30
GLENDALE MEM HOSPITAL & HLTH CENTER,50058,CA,READM-30-AMI-HRRP,108.0,,1.026,16.388,15.972,19.0,2020-07-01,2023-06-30
COMMUNITY REGIONAL MEDICAL CENTER,50060,CA,READM-30-HF-HRRP,564.0,,1.0624,21.3955,20.1392,125.0,2020-07-01,2023-06-30
COMMUNITY REGIONAL MEDICAL CENTER,50060,CA,READM-30-COPD-HRRP,155.0,,1.0698,21.0944,19.7184,37.0,2020-07-01,2023-06-30
COMMUNITY REGIONAL MEDICAL CENTER,50060,CA,READM-30-AMI-HRRP,225.0,,1.0228,14.6253,14.2999,34.0,2020-07-01,2023-06-30
COMMUNITY REGIONAL MEDICAL CENTER,50060,CA,READM-30-CABG-HRRP,310.0,,0.9624,11.0577,11.4897,33.0,2020-07-01,2023-06-30
COMMUNITY REGIONAL MEDICAL CENTER,50060,CA,READM-30-PN-HRRP,376.0,,0.9742,16.1635,16.591,59.0,2020-07-01,2023-06-30
HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,50063,CA,READM-30-COPD-HRRP,77.0,,0.9895,20.3681,20.5848,15.0,2020-07-01,2023-06-30
HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,50063,CA,READM-30-PN-HRRP,277.0,,1.1569,21.4764,18.5641,70.0,2020-07-01,2023-06-30
HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,50063,CA,READM-30-AMI-HRRP,95.0,,0.9736,15.0704,15.4795,13.0,2020-07-01,2023-06-30
HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,50063,CA,READM-30-HF-HRRP,250.0,,1.0285,21.192,20.6038,55.0,2020-07-01,2023-06-30
HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,50063,CA,READM-30-HIP-KNEE-HRRP,,,0.8287,4.1198,4.9714,,2020-07-01,2023-06-30
OAK VALLEY HOSPITAL DISTRICT,50067,CA,READM-30-PN-HRRP,,,1.0037,12.5259,12.4798,,2020-07-01,2023-06-30
OAK VALLEY HOSPITAL DISTRICT,50067,CA,READM-30-HF-HRRP,,,1.0266,15.8834,15.4716,,2020-07-01,2023-06-30
PROVIDENCE ST. JOSEPH HOSPITAL,50069,CA,READM-30-COPD-HRRP,64.0,,1.0348,20.0602,19.3861,15.0,2020-07-01,2023-06-30
PROVIDENCE ST. JOSEPH HOSPITAL,50069,CA,READM-30-CABG-HRRP,,,0.963,10.9151,11.3339,,2020-07-01,2023-06-30
PROVIDENCE ST. JOSEPH HOSPITAL,50069,CA,READM-30-HF-HRRP,370.0,,1.0083,19.8425,19.6793,74.0,2020-07-01,2023-06-30
PROVIDENCE ST. JOSEPH HOSPITAL,50069,CA,READM-30-PN-HRRP,381.0,,0.9165,15.4613,16.8708,53.0,2020-07-01,2023-06-30
PROVIDENCE ST. JOSEPH HOSPITAL,50069,CA,READM-30-AMI-HRRP,142.0,,0.9692,13.7395,14.176,18.0,2020-07-01,2023-06-30
KAISER FOUNDATION HOSPITAL-SANTA CLARA,50071,CA,READM-30-HF-HRRP,,,1.0486,20.2208,19.2842,,2020-07-01,2023-06-30
KAISER FOUNDATION HOSPITAL-SANTA CLARA,50071,CA,READM-30-AMI-HRRP,,,0.9924,12.4694,12.5651,,2020-07-01,2023-06-30
KAISER FOUNDATION HOSPITAL AND REHAB CENTER,50073,CA,READM-30-PN-HRRP,,,0.992,16.2241,16.3549,,2020-07-01,2023-06-30
KAISER FOUNDATION HOSPITAL - OAKLAND/RICHMOND,50075,CA,READM-30-PN-HRRP,95.0,,0.968,17.0915,17.6571,14.0,2020-07-01,2023-06-30
KAISER FOUNDATION HOSPITAL - OAKLAND/RICHMOND,50075,CA,READM-30-HF-HRRP,125.0,,1.0776,21.3173,19.7829,32.0,2020-07-01,2023-06-30
KAISER FOUNDATION HOSPITAL - OAKLAND/RICHMOND,50075,CA,READM-30-COPD-HRRP,71.0,,1.0859,22.1288,20.3779,21.0,2020-07-01,2023-06-30
KAISER FOUNDATION HOSPITAL - OAKLAND/RICHMOND,50075,CA,READM-30-AMI-HRRP,,,1.017,13.9878,13.7536,,2020-07-01,2023-06-30
SCRIPPS MERCY HOSPITAL,50077,CA,READM-30-PN-HRRP,247.0,,1.0298,18.2006,17.6748,47.0,2020-07-01,2023-06-30
SCRIPPS MERCY HOSPITAL,50077,CA,READM-30-HIP-KNEE-HRRP,,,0.9426,4.2267,4.4839,,2020-07-01,2023-06-30
SCRIPPS MERCY HOSPITAL,50077,CA,READM-30-COPD-HRRP,98.0,,1.0644,22.4405,21.0824,26.0,2020-07-01,2023-06-30
SCRIPPS MERCY HOSPITAL,50077,CA,READM-30-AMI-HRRP,,,1.0008,14.2278,14.2171,,2020-07-01,2023-06-30
SCRIPPS MERCY HOSPITAL,50077,CA,READM-30-CABG-HRRP,,,0.9867,8.9936,9.1151,,2020-07-01,2023-06-30
SCRIPPS MERCY HOSPITAL,50077,CA,READM-30-HF-HRRP,324.0,,0.9678,21.101,21.8025,66.0,2020-07-01,2023-06-30
PROVIDENCE LITTLE CO OF MARY MED CTR SAN PEDRO,50078,CA,READM-30-COPD-HRRP,,,0.9608,18.2085,18.9517,,2020-07-01,2023-06-30
PROVIDENCE LITTLE CO OF MARY MED CTR SAN PEDRO,50078,CA,READM-30-HF-HRRP,95.0,,0.9652,18.3882,19.0512,15.0,2020-07-01,2023-06-30
PROVIDENCE LITTLE CO OF MARY MED CTR SAN PEDRO,50078,CA,READM-30-PN-HRRP,99.0,,1.0133,17.2586,17.0329,18.0,2020-07-01,2023-06-30
ST JOHNS REGIONAL MEDICAL CENTER,50082,CA,READM-30-HF-HRRP,663.0,,0.9888,20.6339,20.8678,136.0,2020-07-01,2023-06-30
ST JOHNS REGIONAL MEDICAL CENTER,50082,CA,READM-30-COPD-HRRP,129.0,,0.8898,16.3447,18.3682,14.0,2020-07-01,2023-06-30
ST JOHNS REGIONAL MEDICAL CENTER,50082,CA,READM-30-AMI-HRRP,268.0,,0.9793,15.6868,16.0179,41.0,2020-07-01,2023-06-30
ST JOHNS REGIONAL MEDICAL CENTER,50082,CA,READM-30-CABG-HRRP,,,1.0181,11.5947,11.3883,,2020-07-01,2023-06-30
ST JOHNS REGIONAL MEDICAL CENTER,50082,CA,READM-30-HIP-KNEE-HRRP,,,1.0081,5.4861,5.4418,,2020-07-01,2023-06-30
ST JOHNS REGIONAL MEDICAL CENTER,50082,CA,READM-30-PN-HRRP,589.0,,1.0363,17.4111,16.8007,105.0,2020-07-01,2023-06-30
ST JOSEPH'S MEDICAL CENTER OF STOCKTON,50084,CA,READM-30-HF-HRRP,393.0,,1.0578,21.8696,20.6739,90.0,2020-07-01,2023-06-30
ST JOSEPH'S MEDICAL CENTER OF STOCKTON,50084,CA,READM-30-COPD-HRRP,,,0.886,19.4726,21.9785,,2020-07-01,2023-06-30
ST JOSEPH'S MEDICAL CENTER OF STOCKTON,50084,CA,READM-30-CABG-HRRP,103.0,,1.0882,11.8474,10.8872,15.0,2020-07-01,2023-06-30
ST JOSEPH'S MEDICAL CENTER OF STOCKTON,50084,CA,READM-30-PN-HRRP,277.0,,1.0054,17.9158,17.82,50.0,2020-07-01,2023-06-30
ST JOSEPH'S MEDICAL CENTER OF STOCKTON,50084,CA,READM-30-AMI-HRRP,230.0,,0.9712,14.0903,14.5086,31.0,2020-07-01,2023-06-30
COMMUNITY HOSPITAL OF SAN BERNARDINO,50089,CA,READM-30-HF-HRRP,,,1.0046,22.216,22.1149,,2020-07-01,2023-06-30
COMMUNITY HOSPITAL OF SAN BERNARDINO,50089,CA,READM-30-PN-HRRP,,,1.01,19.6665,19.472,,2020-07-01,2023-06-30
SONOMA VALLEY HOSPITAL,50090,CA,READM-30-COPD-HRRP,,,1.0041,15.3558,15.2934,,2020-07-01,2023-06-30
SONOMA VALLEY HOSPITAL,50090,CA,READM-30-PN-HRRP,,,0.9912,14.5914,14.721,,2020-07-01,2023-06-30
SONOMA VALLEY HOSPITAL,50090,CA,READM-30-HF-HRRP,,,1.0168,16.4219,16.1504,,2020-07-01,2023-06-30
COMMUNITY HOSPITAL OF HUNTINGTON PARK,50091,CA,READM-30-HF-HRRP,78.0,,0.9999,21.8038,21.8059,17.0,2020-07-01,2023-06-30
COMMUNITY HOSPITAL OF HUNTINGTON PARK,50091,CA,READM-30-PN-HRRP,71.0,,1.0814,20.3191,18.7902,20.0,2020-07-01,2023-06-30
SAINT AGNES MEDICAL CENTER,50093,CA,READM-30-COPD-HRRP,373.0,,1.071,20.3038,18.958,80.0,2020-07-01,2023-06-30
SAINT AGNES MEDICAL CENTER,50093,CA,READM-30-CABG-HRRP,106.0,,0.9676,11.4219,11.804,11.0,2020-07-01,2023-06-30
SAINT AGNES MEDICAL CENTER,50093,CA,READM-30-PN-HRRP,822.0,,1.1191,17.0828,15.2654,148.0,2020-07-01,2023-06-30
SAINT AGNES MEDICAL CENTER,50093,CA,READM-30-AMI-HRRP,320.0,,1.0509,14.5691,13.8638,49.0,2020-07-01,2023-06-30
SAINT AGNES MEDICAL CENTER,50093,CA,READM-30-HF-HRRP,886.0,,1.1038,21.5513,19.5242,198.0,2020-07-01,2023-06-30
SAINT AGNES MEDICAL CENTER,50093,CA,READM-30-HIP-KNEE-HRRP,,,1.024,5.3955,5.2692,,2020-07-01,2023-06-30
SAN ANTONIO REGIONAL HOSPITAL,50099,CA,READM-30-PN-HRRP,388.0,,0.9319,14.8823,15.9699,53.0,2020-07-01,2023-06-30
SAN ANTONIO REGIONAL HOSPITAL,50099,CA,READM-30-HF-HRRP,312.0,,0.992,18.7708,18.9227,58.0,2020-07-01,2023-06-30
SAN ANTONIO REGIONAL HOSPITAL,50099,CA,READM-30-COPD-HRRP,,,0.9994,17.9269,17.9383,,2020-07-01,2023-06-30
SAN ANTONIO REGIONAL HOSPITAL,50099,CA,READM-30-AMI-HRRP,192.0,,0.872,12.8026,14.6827,18.0,2020-07-01,2023-06-30
SAN ANTONIO REGIONAL HOSPITAL,50099,CA,READM-30-CABG-HRRP,,,0.9128,10.21,11.1854,,2020-07-01,2023-06-30
SHARP MEMORIAL HOSPITAL,50100,CA,READM-30-HIP-KNEE-HRRP,,,0.9612,5.3162,5.5306,,2020-07-01,2023-06-30
SHARP MEMORIAL HOSPITAL,50100,CA,READM-30-COPD-HRRP,140.0,,1.0067,19.699,19.5685,28.0,2020-07-01,2023-06-30
SHARP MEMORIAL HOSPITAL,50100,CA,READM-30-CABG-HRRP,,,1.0827,11.8882,10.9802,,2020-07-01,2023-06-30
SHARP MEMORIAL HOSPITAL,50100,CA,READM-30-HF-HRRP,433.0,,0.9477,17.9559,18.9465,74.0,2020-07-01,2023-06-30
SHARP MEMORIAL HOSPITAL,50100,CA,READM-30-PN-HRRP,394.0,,0.9616,15.1356,15.7404,57.0,2020-07-01,2023-06-30
SHARP MEMORIAL HOSPITAL,50100,CA,READM-30-AMI-HRRP,184.0,,1.0992,14.3664,13.0696,31.0,2020-07-01,2023-06-30
SUTTER SOLANO MEDICAL CENTER,50101,CA,READM-30-PN-HRRP,131.0,,0.9616,15.7682,16.3972,18.0,2020-07-01,2023-06-30
SUTTER SOLANO MEDICAL CENTER,50101,CA,READM-30-COPD-HRRP,67.0,,1.0118,18.3305,18.1174,13.0,2020-07-01,2023-06-30
SUTTER SOLANO MEDICAL CENTER,50101,CA,READM-30-HF-HRRP,149.0,,0.944,18.1209,19.196,23.0,2020-07-01,2023-06-30
SUTTER SOLANO MEDICAL CENTER,50101,CA,READM-30-HIP-KNEE-HRRP,,,0.774,3.1227,4.0347,,2020-07-01,2023-06-30
PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER,50102,CA,READM-30-HF-HRRP,81.0,,1.0965,23.6253,21.5461,26.0,2020-07-01,2023-06-30
PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER,50102,CA,READM-30-COPD-HRRP,,,1.0044,20.4392,20.3497,,2020-07-01,2023-06-30
PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER,50102,CA,READM-30-PN-HRRP,160.0,,1.0292,18.7358,18.2041,32.0,2020-07-01,2023-06-30
ADVENTIST HEALTH WHITE MEMORIAL,50103,CA,READM-30-HF-HRRP,192.0,,1.0355,22.6395,21.8634,46.0,2020-07-01,2023-06-30
ADVENTIST HEALTH WHITE MEMORIAL,50103,CA,READM-30-AMI-HRRP,57.0,,1.0194,17.6033,17.2679,11.0,2020-07-01,2023-06-30
ADVENTIST HEALTH WHITE MEMORIAL,50103,CA,READM-30-PN-HRRP,90.0,,1.0835,19.3078,17.8205,23.0,2020-07-01,2023-06-30
ADVENTIST HEALTH WHITE MEMORIAL,50103,CA,READM-30-COPD-HRRP,,,0.984,20.0966,20.4232,,2020-07-01,2023-06-30
SAINT FRANCIS MEDICAL CENTER,50104,CA,READM-30-HF-HRRP,151.0,,1.1235,23.5014,20.9177,44.0,2020-07-01,2023-06-30
SAINT FRANCIS MEDICAL CENTER,50104,CA,READM-30-AMI-HRRP,,,0.9601,17.548,18.2772,,2020-07-01,2023-06-30
SAINT FRANCIS MEDICAL CENTER,50104,CA,READM-30-PN-HRRP,157.0,,0.9983,19.8243,19.8586,31.0,2020-07-01,2023-06-30
MARIAN REGIONAL MEDICAL CENTER,50107,CA,READM-30-PN-HRRP,400.0,,1.0365,15.6518,15.1011,65.0,2020-07-01,2023-06-30
MARIAN REGIONAL MEDICAL CENTER,50107,CA,READM-30-HF-HRRP,523.0,,1.1167,21.257,19.0352,119.0,2020-07-01,2023-06-30
MARIAN REGIONAL MEDICAL CENTER,50107,CA,READM-30-COPD-HRRP,162.0,,0.9893,17.0681,17.2526,27.0,2020-07-01,2023-06-30
MARIAN REGIONAL MEDICAL CENTER,50107,CA,READM-30-AMI-HRRP,209.0,,1.0534,13.1737,12.5058,30.0,2020-07-01,2023-06-30
MARIAN REGIONAL MEDICAL CENTER,50107,CA,READM-30-CABG-HRRP,74.0,,1.0923,10.9218,9.999,11.0,2020-07-01,2023-06-30
MARIAN REGIONAL MEDICAL CENTER,50107,CA,READM-30-HIP-KNEE-HRRP,404.0,,0.8363,3.5284,4.2192,12.0,2020-07-01,2023-06-30
"SUTTER MEDICAL CENTER, SACRAMENTO",50108,CA,READM-30-COPD-HRRP,126.0,,1.0942,19.3844,17.7154,30.0,2020-07-01,2023-06-30
"SUTTER MEDICAL CENTER, SACRAMENTO",50108,CA,READM-30-CABG-HRRP,321.0,,1.073,12.3493,11.5094,42.0,2020-07-01,2023-06-30
"SUTTER MEDICAL CENTER, SACRAMENTO",50108,CA,READM-30-PN-HRRP,280.0,,0.9529,15.4472,16.2112,40.0,2020-07-01,2023-06-30
"SUTTER MEDICAL CENTER, SACRAMENTO",50108,CA,READM-30-AMI-HRRP,498.0,,0.9568,12.8704,13.4516,62.0,2020-07-01,2023-06-30
"SUTTER MEDICAL CENTER, SACRAMENTO",50108,CA,READM-30-HF-HRRP,600.0,,1.0058,19.4321,19.3195,117.0,2020-07-01,2023-06-30
"SUTTER MEDICAL CENTER, SACRAMENTO",50108,CA,READM-30-HIP-KNEE-HRRP,,,0.7443,3.495,4.696,,2020-07-01,2023-06-30
LOMPOC VALLEY MEDICAL CENTER,50110,CA,READM-30-PN-HRRP,109.0,,1.0638,16.3554,15.3749,22.0,2020-07-01,2023-06-30
LOMPOC VALLEY MEDICAL CENTER,50110,CA,READM-30-HF-HRRP,94.0,,1.0208,17.6469,17.2865,18.0,2020-07-01,2023-06-30
LOMPOC VALLEY MEDICAL CENTER,50110,CA,READM-30-COPD-HRRP,,,0.9753,17.4813,17.9247,,2020-07-01,2023-06-30
LOMPOC VALLEY MEDICAL CENTER,50110,CA,READM-30-HIP-KNEE-HRRP,,,0.9721,4.209,4.3297,,2020-07-01,2023-06-30
SANTA MONICA - UCLA MED CTR & ORTHOPAEDIC HOSPITAL,50112,CA,READM-30-COPD-HRRP,90.0,,0.9955,19.209,19.2967,17.0,2020-07-01,2023-06-30
SANTA MONICA - UCLA MED CTR & ORTHOPAEDIC HOSPITAL,50112,CA,READM-30-HIP-KNEE-HRRP,414.0,,1.0353,5.4474,5.2618,23.0,2020-07-01,2023-06-30
SANTA MONICA - UCLA MED CTR & ORTHOPAEDIC HOSPITAL,50112,CA,READM-30-HF-HRRP,406.0,,1.0055,21.3317,21.2151,87.0,2020-07-01,2023-06-30
SANTA MONICA - UCLA MED CTR & ORTHOPAEDIC HOSPITAL,50112,CA,READM-30-PN-HRRP,460.0,,1.1612,21.7919,18.7662,111.0,2020-07-01,2023-06-30
SANTA MONICA - UCLA MED CTR & ORTHOPAEDIC HOSPITAL,50112,CA,READM-30-AMI-HRRP,,,0.9883,14.0862,14.2535,,2020-07-01,2023-06-30
SAN MATEO MEDICAL CENTER,50113,CA,READM-30-HF-HRRP,,,1.035,18.7332,18.0999,,2020-07-01,2023-06-30
PALOMAR HEALTH DOWNTOWN CAMPUS,50115,CA,READM-30-HF-HRRP,360.0,,1.0191,20.1813,19.8023,74.0,2020-07-01,2023-06-30
PALOMAR HEALTH DOWNTOWN CAMPUS,50115,CA,READM-30-COPD-HRRP,74.0,,1.0245,18.2526,17.8158,15.0,2020-07-01,2023-06-30
PALOMAR HEALTH DOWNTOWN CAMPUS,50115,CA,READM-30-CABG-HRRP,,,0.9882,9.9548,10.0742,,2020-07-01,2023-06-30
PALOMAR HEALTH DOWNTOWN CAMPUS,50115,CA,READM-30-HIP-KNEE-HRRP,,,1.2856,5.1578,4.0119,,2020-07-01,2023-06-30
PALOMAR HEALTH DOWNTOWN CAMPUS,50115,CA,READM-30-PN-HRRP,447.0,,0.8596,13.1914,15.3466,49.0,2020-07-01,2023-06-30
PALOMAR HEALTH DOWNTOWN CAMPUS,50115,CA,READM-30-AMI-HRRP,187.0,,1.0103,12.5732,12.4444,24.0,2020-07-01,2023-06-30
NORTHRIDGE HOSPITAL MEDICAL CENTER,50116,CA,READM-30-HF-HRRP,352.0,,1.0327,22.0659,21.3673,80.0,2020-07-01,2023-06-30
NORTHRIDGE HOSPITAL MEDICAL CENTER,50116,CA,READM-30-AMI-HRRP,152.0,,1.0569,17.2587,16.3295,29.0,2020-07-01,2023-06-30
NORTHRIDGE HOSPITAL MEDICAL CENTER,50116,CA,READM-30-HIP-KNEE-HRRP,,,1.0196,6.2374,6.1175,,2020-07-01,2023-06-30
NORTHRIDGE HOSPITAL MEDICAL CENTER,50116,CA,READM-30-CABG-HRRP,,,0.9603,12.1219,12.6234,,2020-07-01,2023-06-30
NORTHRIDGE HOSPITAL MEDICAL CENTER,50116,CA,READM-30-COPD-HRRP,48.0,,1.0409,21.7242,20.87,13.0,2020-07-01,2023-06-30
NORTHRIDGE HOSPITAL MEDICAL CENTER,50116,CA,READM-30-PN-HRRP,272.0,,1.0317,19.4107,18.8151,55.0,2020-07-01,2023-06-30
DOCTORS HOSPITAL OF MANTECA,50118,CA,READM-30-PN-HRRP,147.0,,1.0432,17.0812,16.3731,28.0,2020-07-01,2023-06-30
DOCTORS HOSPITAL OF MANTECA,50118,CA,READM-30-COPD-HRRP,,,1.0017,17.2492,17.2206,,2020-07-01,2023-06-30
DOCTORS HOSPITAL OF MANTECA,50118,CA,READM-30-HF-HRRP,118.0,,1.0258,19.6747,19.1801,25.0,2020-07-01,2023-06-30
ADVENTIST HEALTH HANFORD,50121,CA,READM-30-HIP-KNEE-HRRP,,,0.9435,4.1468,4.3949,,2020-07-01,2023-06-30
ADVENTIST HEALTH HANFORD,50121,CA,READM-30-HF-HRRP,311.0,,1.0771,20.1832,18.7382,68.0,2020-07-01,2023-06-30
ADVENTIST HEALTH HANFORD,50121,CA,READM-30-COPD-HRRP,118.0,,0.9257,15.791,17.0586,14.0,2020-07-01,2023-06-30
ADVENTIST HEALTH HANFORD,50121,CA,READM-30-AMI-HRRP,,,0.9841,11.99,12.184,,2020-07-01,2023-06-30
ADVENTIST HEALTH HANFORD,50121,CA,READM-30-PN-HRRP,307.0,,0.8924,13.5238,15.1541,34.0,2020-07-01,2023-06-30
DAMERON HOSPITAL,50122,CA,READM-30-CABG-HRRP,,,0.9965,13.7409,13.7893,,2020-07-01,2023-06-30
DAMERON HOSPITAL,50122,CA,READM-30-PN-HRRP,127.0,,0.9982,16.6343,16.6648,21.0,2020-07-01,2023-06-30
DAMERON HOSPITAL,50122,CA,READM-30-AMI-HRRP,,,0.9604,12.8747,13.405,,2020-07-01,2023-06-30
DAMERON HOSPITAL,50122,CA,READM-30-HF-HRRP,97.0,,1.0172,20.3974,20.0519,21.0,2020-07-01,2023-06-30
DAMERON HOSPITAL,50122,CA,READM-30-HIP-KNEE-HRRP,,,0.8997,4.0588,4.511,,2020-07-01,2023-06-30
USC VERDUGO HILLS HOSPITAL,50124,CA,READM-30-PN-HRRP,316.0,,1.0697,18.7722,17.5493,64.0,2020-07-01,2023-06-30
USC VERDUGO HILLS HOSPITAL,50124,CA,READM-30-HF-HRRP,245.0,,1.0702,20.8923,19.5218,56.0,2020-07-01,2023-06-30
USC VERDUGO HILLS HOSPITAL,50124,CA,READM-30-COPD-HRRP,,,0.9084,17.595,19.3686,,2020-07-01,2023-06-30
USC VERDUGO HILLS HOSPITAL,50124,CA,READM-30-HIP-KNEE-HRRP,,,1.104,5.2503,4.7555,,2020-07-01,2023-06-30
REGIONAL MEDICAL CENTER OF SAN JOSE,50125,CA,READM-30-HIP-KNEE-HRRP,,,1.0634,4.8159,4.5288,,2020-07-01,2023-06-30
REGIONAL MEDICAL CENTER OF SAN JOSE,50125,CA,READM-30-COPD-HRRP,55.0,,1.0352,17.9512,17.3401,12.0,2020-07-01,2023-06-30
REGIONAL MEDICAL CENTER OF SAN JOSE,50125,CA,READM-30-HF-HRRP,397.0,,1.239,22.605,18.2445,105.0,2020-07-01,2023-06-30
REGIONAL MEDICAL CENTER OF SAN JOSE,50125,CA,READM-30-PN-HRRP,441.0,,1.1234,17.2507,15.3561,84.0,2020-07-01,2023-06-30
REGIONAL MEDICAL CENTER OF SAN JOSE,50125,CA,READM-30-AMI-HRRP,132.0,,1.1572,15.8464,13.6935,28.0,2020-07-01,2023-06-30
VALLEY PRESBYTERIAN HOSPITAL,50126,CA,READM-30-PN-HRRP,249.0,,0.9709,18.9191,19.486,45.0,2020-07-01,2023-06-30
VALLEY PRESBYTERIAN HOSPITAL,50126,CA,READM-30-HF-HRRP,274.0,,1.1011,23.3402,21.1975,71.0,2020-07-01,2023-06-30
VALLEY PRESBYTERIAN HOSPITAL,50126,CA,READM-30-AMI-HRRP,79.0,,1.1497,15.3876,13.3844,19.0,2020-07-01,2023-06-30
VALLEY PRESBYTERIAN HOSPITAL,50126,CA,READM-30-COPD-HRRP,50.0,,1.0346,23.31,22.531,14.0,2020-07-01,2023-06-30
VALLEY PRESBYTERIAN HOSPITAL,50126,CA,READM-30-HIP-KNEE-HRRP,,,0.838,4.0269,4.8054,,2020-07-01,2023-06-30
WOODLAND MEMORIAL HOSPITAL,50127,CA,READM-30-HF-HRRP,80.0,,0.9491,18.2838,19.2646,11.0,2020-07-01,2023-06-30
WOODLAND MEMORIAL HOSPITAL,50127,CA,READM-30-COPD-HRRP,,,0.9362,19.0569,20.3562,,2020-07-01,2023-06-30
WOODLAND MEMORIAL HOSPITAL,50127,CA,READM-30-PN-HRRP,89.0,,1.0677,16.362,15.3244,19.0,2020-07-01,2023-06-30
TRI-CITY MEDICAL CENTER,50128,CA,READM-30-HF-HRRP,184.0,,0.9911,18.2717,18.4356,33.0,2020-07-01,2023-06-30
TRI-CITY MEDICAL CENTER,50128,CA,READM-30-HIP-KNEE-HRRP,,,0.9561,4.4319,4.6355,,2020-07-01,2023-06-30
TRI-CITY MEDICAL CENTER,50128,CA,READM-30-AMI-HRRP,,,0.9301,10.786,11.5972,,2020-07-01,2023-06-30
TRI-CITY MEDICAL CENTER,50128,CA,READM-30-PN-HRRP,231.0,,0.9942,15.3204,15.4099,35.0,2020-07-01,2023-06-30
TRI-CITY MEDICAL CENTER,50128,CA,READM-30-COPD-HRRP,,,0.9879,17.023,17.2323,,2020-07-01,2023-06-30
ST BERNARDINE MEDICAL CENTER,50129,CA,READM-30-COPD-HRRP,48.0,,1.036,20.3546,19.6479,12.0,2020-07-01,2023-06-30
